experience_id,index,amount,method,substance
50903,1,1 hit,smoked,Salvia divinorum
41321,0,,sublingual,Salvia divinorum
41321,1,1 leaf,smoked,Salvia divinorum
41282,0,1 hit,smoked,Salvia divinorum
51891,0,200 mg,oral,Pharms - Sertraline
51891,1,1 bowl,smoked,Salvia divinorum
56674,0,2 bowls,smoked,Salvia divinorum
49984,0,1 hit,smoked,Salvia divinorum
39131,0,45 mg,smoked,Salvia divinorum
63029,0,14 g,oral,Cacti - T. peruvianus
63029,1,3 bowls,smoked,Salvia divinorum
37632,0,2 hits,smoked,Salvia divinorum
38123,0,1.5 ml,sublingual,Salvia divinorum
38123,1,1.5 ml,sublingual,Salvia divinorum
38123,2,1.5 ml,sublingual,Salvia divinorum
38567,0,4 bowls,smoked,Salvia divinorum
38546,0,3 hits,smoked,Salvia divinorum
48975,0,1 bowl,smoked,Salvia divinorum
48032,0,2 hits,smoked,Salvia divinorum
48032,1,1 hit,smoked,Salvia divinorum
48203,0,repeated,smoked,Salvia divinorum
63968,0,5.0 ml,sublingual,Salvia divinorum
63968,1,150 mg,smoked,Salvia divinorum
53502,0,2 hits,smoked,Salvia divinorum
63900,0,4 hits,smoked,Salvia divinorum
61015,0,1 hit,smoked,Salvia divinorum
65501,0,1 hit,smoked,Salvia divinorum
65501,1,1 hit,smoked,Salvia divinorum
48448,0,2.2 g,smoked,Salvia divinorum
47029,0,1 hit,smoked,Salvia divinorum
54040,0,1 hit,smoked,Salvia divinorum
48131,0,1 bowl,smoked,Salvia divinorum
36088,0,2 bowls,smoked,Salvia divinorum
53309,0,1 bowl,smoked,Salvia divinorum
35995,0,50 mg,smoked,Salvia divinorum
47015,0,1 hit,smoked,Salvia divinorum
41719,0,1 hit,smoked,Salvia divinorum
46486,0,3.5 g,smoked,Salvia divinorum
46486,1,0.5 g,smoked,Tobacco
63469,0,2 drops,sublingual,Salvia divinorum
63469,1,200 mg,smoked,Salvia divinorum
45921,0,1 bowl,smoked,Salvia divinorum
45653,0,2 hits,smoked,Salvia divinorum
45641,0,0.5 g,smoked,Salvia divinorum
45700,0,1 hit,smoked,Salvia divinorum
57500,0,1 hit,smoked,Salvia divinorum
33177,0,2 hits,smoked,Salvia divinorum
33177,1,2 hits,smoked,Salvia divinorum
32470,0,1 bowl,smoked,Salvia divinorum
58061,0,150 mg,smoked,Salvia divinorum
35078,0,2 hits,smoked,Salvia divinorum
35078,1,3 hits,smoked,Salvia divinorum
64303,0,2 bowls,smoked,Salvia divinorum
64303,1,2 bowls,smoked,Salvia divinorum
62903,0,1 hit,smoked,Salvia divinorum
45580,0,2 hits,smoked,Salvia divinorum
63793,0,1 hit,smoked,Salvia divinorum
63793,1,,,Pharms - Citalopram
44575,0,1 hit,smoked,Salvia divinorum
63319,0,2 hits,smoked,Salvia divinorum
66367,0,2.2 mg,smoked,Salvinorin A
62637,0,1 hit,smoked,Salvia divinorum
55861,0,,smoked,Salvia divinorum
55861,1,,smoked,Cannabis
56421,0,repeated,smoked,Salvia divinorum
51745,0,repeated,smoked,Salvia divinorum
55226,0,225 mg,smoked,Salvia divinorum
55226,1,325 mg,smoked,Salvia divinorum
43662,0,3 bowls,smoked,Salvia divinorum
43650,0,100 mg,smoked,Salvia divinorum
43638,0,4 hits,smoked,Salvia divinorum
49099,0,200 mg,smoked,Methamphetamine
49099,1,1 tablet,oral,Pharms - Alprazolam
49099,2,2.0 g,smoked,Cannabis
49099,3,1 bowl,smoked,Salvia divinorum
46088,0,2 hits,smoked,Salvia divinorum
47194,0,3 bowls,smoked,Salvia divinorum
45608,0,11 hits,smoked,Salvia divinorum
45608,1,2 glasses,oral,Alcohol - Beer/Wine
43066,0,2.5 bowls,smoked,Salvia divinorum
43066,1,1 bowl,smoked,Salvia divinorum
63924,0,3 hits,smoked,Cannabis
63924,1,3 hits,smoked,Salvia divinorum
55723,0,1.5 bowls,smoked,Salvia divinorum
48522,0,1 tablet,insufflated,MDMA
48522,1,,smoked,Cannabis
48522,2,,smoked,Cannabis
48522,3,6 hits,smoked,Salvia divinorum
41938,0,100 mg,smoked,Salvia divinorum
37871,0,repeated,smoked,Salvia divinorum
41618,0,1 hit,smoked,Salvia divinorum
40903,0,1 hit,smoked,Salvia divinorum
40612,0,1 hit,smoked,Salvia divinorum
40612,1,1 hit,smoked,Salvia divinorum
43952,0,1 bowl,smoked,Salvia divinorum
38429,0,1 hit,smoked,Salvia divinorum
38429,1,1 hit,smoked,Salvia divinorum
32552,0,2 leaves,sublingual,Salvia divinorum
32552,1,3 leaves,smoked,Salvia divinorum
30596,0,3 hits,smoked,Salvia divinorum
30546,0,1 bowl,smoked,Salvia divinorum
30101,0,2 bowls,smoked,Salvia divinorum
30101,1,1.5 bowls,smoked,Salvia divinorum
37121,0,50 mg,smoked,Salvia divinorum
31983,0,1.0 g,smoked,Salvia divinorum
33980,0,3 hits,smoked,Salvia divinorum
29707,0,200 mg,smoked,Salvia divinorum
40256,0,repeated,smoked,Salvia divinorum
60995,0,repeated,smoked,Salvia divinorum
27315,0,300 mg,smoked,Salvia divinorum
33774,0,3 hits,smoked,Salvia divinorum
33774,1,,oral,Pharms - Citalopram
33774,2,,oral,Pharms - Bupropion
30420,0,2 hits,smoked,Salvia divinorum
35395,0,2 hits,smoked,Salvia divinorum
35395,1,,smoked,Cannabis
35395,2,2 hits,smoked,Salvia divinorum
35395,3,2 hits,smoked,Salvia divinorum
41619,0,1 hit,smoked,Salvia divinorum
40161,0,3 hits,smoked,Salvia divinorum
36042,0,3 bowls,smoked,Salvia divinorum
35212,0,0.5 g,smoked,Salvia divinorum
32893,0,4 hits,smoked,Salvia divinorum
37769,0,,smoked,Salvia divinorum
26510,0,50 mg,smoked,Salvia divinorum
30438,0,1.5 bowls,smoked,Salvia divinorum
50669,0,1 bowl,smoked,Salvia divinorum
50357,0,2 joints/cigs,smoked,Salvia divinorum
40934,0,,sublingual,Salvia divinorum
53050,0,2 hits,smoked,Salvia divinorum
23131,0,1 bowl,smoked,Salvia divinorum
21133,0,repeated,smoked,Salvia divinorum
36352,0,0.5 bowls,smoked,Salvia divinorum
36352,1,0.5 bowls,smoked,Salvia divinorum
36352,2,1 bowl,smoked,Salvia divinorum
35986,0,repeated,smoked,Salvia divinorum
33633,0,50 mg,smoked,Salvia divinorum
22031,0,1 hit,smoked,Salvia divinorum
22031,1,3 hits,smoked,Cannabis
22030,0,5 hits,smoked,Salvia divinorum
37000,0,2.0 g,sublingual,Salvia divinorum
37000,1,3 hits,smoked,Salvia divinorum
23108,0,3 hits,smoked,Salvia divinorum
29286,0,0.5 bowls,smoked,Cannabis
29286,1,0.0333 g,smoked,Salvia divinorum
29286,2,0.05 g,smoked,Salvia divinorum
35298,0,12 leaves,sublingual,Salvia divinorum
34546,0,1 hit,smoked,Salvia divinorum
27685,0,repeated,smoked,Salvia divinorum
47094,0,80 mg,smoked,DMT
47094,1,,smoked,Salvia divinorum
31827,0,2 hits,smoked,Salvia divinorum
24642,0,2 hits,smoked,Salvia divinorum
41373,0,,oral,Lotus/Lily - Nymphaea nouchali var caerulea
41373,1,80 mg,smoked,Salvia divinorum
41373,2,150 mg,smoked,Salvia divinorum
19990,0,125 mg,smoked,Salvia divinorum
19747,0,0.3 g,smoked,Salvia divinorum
46726,0,1 hit,smoked,Salvia divinorum
20043,0,1 glass,oral,Alcohol - Beer/Wine
20043,1,1 hit,smoked,Salvia divinorum
19329,0,2 hits,smoked,Salvia divinorum
19329,1,4 hits,smoked,Salvia divinorum
18977,0,1 hit,smoked,Salvia divinorum
18848,0,3 hits,smoked,Salvia divinorum
42977,0,3 bowls,smoked,Salvia divinorum
15862,0,,smoked,Salvia divinorum
18134,0,,smoked,Salvia divinorum
14766,0,400 mg,oral,Pharms - Carbamazepine
14766,1,3 bowls,smoked,Salvia divinorum
33090,0,1 bowl,smoked,Salvia divinorum
33950,0,200 mg,smoked,Salvia divinorum
21027,0,67 mg,smoked,Salvia divinorum
25258,0,2.5 hits,smoked,Salvia divinorum
24376,0,2 hits,smoked,Salvia divinorum
11646,0,1 bowl,smoked,Salvia divinorum
37809,0,1 bowl,smoked,Salvia divinorum
37763,0,50 mg,oral,AMT
37763,1,400 mg,smoked,Salvia divinorum
12004,0,1 cig.,smoked,Salvia divinorum
12004,1,1 bowl,smoked,Salvia divinorum
10091,0,2 hits,smoked,Salvia divinorum
34869,0,0.2 g,smoked,Salvia divinorum
8313,0,2 hits,smoked,Salvia divinorum
9215,0,10 g,buccal,Salvia divinorum
9215,1,1 bowl,smoked,Salvia divinorum
9215,2,1 bowl,smoked,Salvia divinorum
9215,3,,smoked,Cannabis
9191,0,3 bowls,smoked,Cannabis
8241,0,,buccal,Salvia divinorum
8241,1,,oral,Salvia divinorum
8995,0,0.5 bowls,smoked,Salvia divinorum
8669,0,3.0 g,smoked,Salvia divinorum
33205,0,2 hits,smoked,Salvia divinorum
13211,0,3 hits,smoked,Salvia divinorum
10121,0,2 bowls,smoked,Salvia divinorum
9084,0,2 bowls,smoked,Salvia divinorum
7966,0,3 hits,smoked,Salvia divinorum
23277,0,,smoked,Cannabis
23277,1,,smoked,Salvia divinorum
7958,0,0.5 g,smoked,Salvia divinorum
7958,1,0.5 g,smoked,Cannabis
27352,0,0.5 hits,oral,LSD
27352,1,3 hits,smoked,Salvia divinorum
27352,2,3 tablets,oral,MDMA
27352,3,3 hits,smoked,Salvia divinorum
24356,0,2 hits,oral,Salvia divinorum
7268,0,repeated,smoked,Salvia divinorum
7268,1,repeated,smoked,Cannabis
19878,0,,buccal,Coca
19878,1,,buccal,Salvia divinorum
19737,0,repeated,smoked,Salvia divinorum
19347,0,,smoked,Salvia divinorum
19190,0,1 hit,smoked,Salvia divinorum
12595,0,1 bowl,smoked,Salvia divinorum
18218,0,0.5 g,smoked,Salvia divinorum
17580,0,3.0 ml,sublingual,Salvia divinorum
14915,0,1 bowl,smoked,Salvia divinorum
7659,0,3 hits,smoked,Salvia divinorum
11874,0,,smoked,Salvia divinorum
5514,0,500 mg,smoked,Salvia divinorum
5447,0,1 leaf,smoked,Salvia divinorum
5144,0,7 drops,oral,Cannabis - Hash
5144,1,3 hits,smoked,Salvia divinorum
11716,0,,smoked,Salvia divinorum
3785,0,3 hits,smoked,Salvia divinorum
3319,0,,inhaled,Salvia divinorum
2694,0,1.0 g,smoked,Salvia divinorum
2642,0,,smoked,Salvia divinorum
9526,0,0.25 g,smoked,Salvia divinorum
307,0,3 bowls,smoked,Salvia divinorum
102325,0,,smoked,Salvia divinorum
118422,0,1 bowl,smoked,Salvia divinorum
67464,0,3 hits,smoked,Salvia divinorum
76764,0,,,Alcohol - Beer/Wine
76764,1,1 hit,smoked,Salvia divinorum
76764,2,1 line,,Cocaine
56515,0,4 hits,smoked,Salvia divinorum
66910,0,2 hits,smoked,Salvia divinorum
70636,0,1 hit,smoked,Salvia divinorum
70582,0,2 hits,smoked,Salvia divinorum
70583,0,1 hit,smoked,Salvia divinorum
78566,0,1 hit,smoked,Salvia divinorum
78566,1,1 hit,smoked,Salvia divinorum
12471,0,2 hits,smoked,Salvia divinorum
12471,1,a bowls,smoked,Cannabis
12469,0,5 hits,smoked,Salvia divinorum
12388,0,4 hits,smoked,Salvia divinorum
25265,0,Several hits,smoked,Salvia divinorum
11986,0,,,Amphetamines
11986,1,,,Cannabis
11986,2,1 hit,smoked,Salvia divinorum
15608,0,1 hit,smoked,Salvia divinorum
36753,0,5+ hits,smoked,Salvia divinorum
36644,0,Couple bowls,smoked,Cannabis
36644,1,2 hits,smoked,Salvia divinorum
20208,0,28 leaves,oral,Salvia divinorum
20208,1,4 hits,smoked,Salvia divinorum
110071,0,1 hit,smoked,Salvia divinorum
15821,0,several hits,smoked,Salvia divinorum
19110,0,3 lbs,oral,Cacti - T. pachanoi
19110,1,4 lbs,oral,Cacti - T. pachanoi
19110,2,a glasses,oral,Alcohol - Beer/Wine
19110,3,1 bowl,smoked,Salvia divinorum
15823,0,3 bowls,smoked,Salvia divinorum
15823,1,Many hits,smoked,Cannabis
46137,0,1 hit,smoked,Salvia divinorum
85147,0,4 mg,oral,Pharms - Alprazolam
85147,1,1 hit,smoked,Salvia divinorum
85147,2,Several bowls,smoked,Cannabis
89460,0,1 hit,smoked,Salvia divinorum
66616,0,~150 mg,smoked,Salvia divinorum
68516,0,2 hits,smoked,Salvia divinorum
116724,0,250 mg,smoked,Salvia divinorum
116724,1,2 hits,smoked,Cannabis
116666,0,1 hit,smoked,Salvia divinorum
69519,0,2 hits,oral,LSD
69519,1,1/2 cig.,smoked,Cannabis
69519,2,1/2 cig.,smoked,Tobacco
69519,3,1 bowl,smoked,Salvia divinorum
70253,0,2 hits,smoked,Salvia divinorum
70253,1,2 hits,smoked,Cannabis
116289,0,4.15 g,buccal,Salvia divinorum
85754,0,1 hit,smoked,Salvia divinorum
115979,0,,,Alcohol
115979,1,1 hit,smoked,Salvia divinorum
115979,2,2 hits,smoked,Salvia divinorum
66235,0,1 hit,smoked,Salvia divinorum
66235,1,1 hit,smoked,Cannabis
66679,0,4 hits,smoked,Salvia divinorum
66606,0,Repeated hits,smoked,Cannabis
66606,1,1 bowl,smoked,Salvia divinorum
115807,0,30 mg,smoked,Salvia divinorum
34302,0,1 bowl,,Salvia divinorum
41223,0,20 leaves,buccal,Salvia divinorum
41223,1,,smoked,Salvia divinorum
11824,0,2 hits,smoked,Salvia divinorum
95384,0,4 hits,smoked,Wormwood
95384,1,4 hits,smoked,Salvia divinorum
104298,0,0.1 g,smoked,Salvia divinorum
104298,1,1 cig.,smoked,Cannabis
53727,0,1 hit,smoked,Salvia divinorum
41595,0,,smoked,Salvia divinorum
50554,0,,oral,Cannabis
50554,1,,smoked,Salvia divinorum
61720,0,,smoked,Salvia divinorum
46263,0,4 bowls,smoked,Salvia divinorum
46263,1,1 hit,smoked,Salvia divinorum
114984,0,166 mg,smoked,Salvia divinorum
110986,0,1 bowl,smoked,Salvia divinorum
110986,1,2 carts.,inhaled,Nitrous Oxide
110743,0,50 mg,smoked,Salvia divinorum
12177,0,2 hits,smoked,Salvia divinorum
69253,0,1 hit,smoked,Salvia divinorum
36489,0,3 hits,smoked,Salvia divinorum
21810,0,2 leaves,smoked,Salvia divinorum
12063,0,3 hits,smoked,Salvia divinorum
74334,0,0.5 g,smoked,Salvia divinorum
75178,0,2 leaves,smoked,Salvia divinorum
97988,0,0.3 g,smoked,Salvia divinorum
97987,0,0.2 g,smoked,Salvia divinorum
97987,1,,smoked,Salvia divinorum
97987,2,0.3 g,smoked,Salvia divinorum
114864,0,142 mg,smoked,Salvia divinorum
103879,0,1 hit,smoked,Cannabis
103879,1,,vaporized,Salvia divinorum
103879,2,,smoked,Salvia divinorum
89069,0,1 hit,smoked,Salvia divinorum
73901,0,1 hit,smoked,Salvia divinorum
50822,0,3 hits,smoked,Salvia divinorum
11643,0,3 hits,smoked,Salvia divinorum
11593,0,2 hits,smoked,Salvia divinorum
103742,0,1 hit,smoked,Salvia divinorum
99467,0,60 mg,oral,Duloxetine
99467,1,1/2 tablet,oral,Pharms - Propranolol
99467,2,3 ml,sublingual,Salvia divinorum
73660,0,2 leaves,buccal,Salvia divinorum
72850,0,2 hits,smoked,Salvia divinorum
89223,0,1 bowl,smoked,Salvia divinorum
84779,0,1 bowl,smoked,Salvia divinorum
84779,1,2 hits,smoked,Salvia divinorum
63597,0,Few bowls,smoked,Cannabis
63597,1,1 hit,smoked,Salvia divinorum
63597,2,Few bowls,smoked,Cannabis
83334,0,3 hits,smoked,Salvia divinorum
81336,0,1 hit,smoked,Salvia divinorum
98711,0,1 hit,smoked,Salvia divinorum
49395,0,3 hits,smoked,Salvia divinorum
52463,0,2 hits,smoked,Salvia divinorum
72190,0,1 bowl,smoked,Salvia divinorum
96618,0,2 hits,smoked,Salvia divinorum
72442,0,2 hits,smoked,Salvia divinorum
64622,0,1 hit,smoked,Salvia divinorum
106583,0,,smoked,Salvia divinorum
83941,0,2 hits,smoked,Salvia divinorum
30519,0,1 hit,smoked,Salvia divinorum
100796,0,2 hits,smoked,Salvia divinorum
103503,0,10 leaves,buccal,Salvia divinorum
113115,0,,smoked,Salvia divinorum
55609,0,.5 g,smoked,Salvia divinorum
109004,0,4-5 leaves,buccal,Salvia divinorum
109004,1,4 leaves,buccal,Salvia divinorum
112808,0,,smoked,Cannabis
112808,1,2 hits,smoked,Salvia divinorum
112808,2,2 hits,smoked,Salvia divinorum
112898,0,1 bowl,smoked,Cannabis
112898,1,1 bowl,smoked,Salvia divinorum
71680,0,50 mg,smoked,Salvia divinorum
88577,0,1 hit,smoked,Salvia divinorum
11366,0,repeated,smoked,Salvia divinorum
112294,0,,smoked,Salvia divinorum
10775,0,1.5 g,smoked,Salvia divinorum
67375,0,15 mg,smoked,Salvia divinorum
56314,0,,smoked,Cannabis
56314,1,,smoked,Salvia divinorum
56314,2,,smoked,Salvia divinorum
70831,0,,smoked,Salvia divinorum
14267,0,1 hit,smoked,Salvia divinorum
42637,0,1 hit,smoked,Salvia divinorum
11349,0,1 hit,smoked,Salvia divinorum
28100,0,1 hit,smoked,Salvia divinorum
28100,1,1 hit,smoked,Salvia divinorum
111926,0,0.25 tsp,smoked,Salvia divinorum
84870,0,,smoked,Salvia divinorum
111469,0,1 bowl,smoked,Salvia divinorum
111547,0,2 hits,smoked,Salvia divinorum
111734,0,1 hit,smoked,Salvia divinorum
111734,1,1 hit,smoked,Salvia divinorum
50505,0,2 hits,smoked,Salvia divinorum
22023,0,4 hits,smoked,Salvia divinorum
111730,0,2 hits,smoked,Salvia divinorum
111568,0,,smoked,Salvia divinorum
10790,0,3 hits,smoked,Salvia divinorum
24586,0,,smoked,Salvia divinorum
24586,1,1 bowl,smoked,Salvia divinorum
25079,0,2 hits,smoked,Salvia divinorum
63243,0,3 hits,smoked,Salvia divinorum
66038,0,.2 g,smoked,Salvia divinorum
76309,0,1 hit,smoked,Salvia divinorum
51814,0,3 bowls,smoked,Salvia divinorum
45308,0,1 bowl,smoked,Salvia divinorum
48389,0,.125 g,smoked,Salvia divinorum
48389,1,.166 g,smoked,Salvia divinorum
70768,0,1 bowl,smoked,Salvia divinorum
78421,0,4 hits,smoked,Salvia divinorum
49884,0,3 hits,smoked,Salvia divinorum
49884,1,,smoked,Cannabis
81837,0,3 glasses,oral,Alcohol - Beer/Wine
81837,1,.33 g,smoked,Salvia divinorum
53041,0,,smoked,Salvia divinorum
55826,0,.25 tsp,smoked,Salvia divinorum
111180,0,,smoked,Salvia divinorum
102999,0,,buccal,Salvia divinorum
102999,1,,oral,Salvia divinorum
100231,0,250 mg,smoked,Salvia divinorum
50515,0,2 hits,smoked,Salvia divinorum
88779,0,1 hit,smoked,Salvia divinorum
76130,0,2 hits,smoked,Salvia divinorum
76130,1,2 hits,smoked,Cannabis
110969,0,4 hits,smoked,Salvia divinorum
110969,1,1 hit,smoked,Salvia divinorum
110944,0,1.5 g,smoked,Salvia divinorum
62544,0,.16 g,smoked,Salvia divinorum
77466,0,2 capsls,rectal,Salvia divinorum
77466,1,4 capsls,rectal,Salvia divinorum
77466,2,8 capsls,rectal,Salvia divinorum
91224,0,3 leaves,smoked,Salvia divinorum
91224,1,,smoked,Salvia divinorum
108829,0,repeated,smoked,Salvia divinorum
108829,1,,smoked,Cannabis
77082,0,,smoked,Salvia divinorum
89838,0,,oral,Kava
89838,1,3 hits,smoked,Salvia divinorum
89838,2,2 hits,smoked,Salvia divinorum
92888,0,1 hit,smoked,Salvia divinorum
76191,0,1 hit,smoked,Salvia divinorum
66419,0,1 hit,smoked,Salvia divinorum
54119,0,1 g,smoked,Salvia divinorum
57337,0,1 g,smoked,Salvia divinorum
57973,0,40 mg,smoked,Salvia divinorum
58450,0,1 hit,smoked,Salvia divinorum
55682,0,2 hits,smoked,Salvia divinorum
55652,0,1 bowl,smoked,Salvia divinorum
56948,0,repeated,smoked,Salvia divinorum
56480,0,1 bowl,smoked,Salvia divinorum
55235,0,,oral,Amanitas
55235,1,,smoked,Salvia divinorum
54744,0,1 hit,smoked,Salvia divinorum
77005,0,,smoked,Salvia divinorum
55105,0,0.3 g,smoked,Salvia divinorum
55071,0,1 hit,smoked,Salvia divinorum
45398,0,1 bowl,smoked,Salvia divinorum
45284,0,500 mg,smoked,Salvia divinorum
45022,0,1 bowl,smoked,Salvia divinorum
53798,0,repeated,smoked,Salvia divinorum
53934,0,3 leaves,smoked,Salvia divinorum
67729,0,1 hit,smoked,Salvia divinorum
53068,0,1 bowl,smoked,Salvia divinorum
44931,0,8 oz,oral,Alcohol - Beer/Wine
44931,1,1 bowl,smoked,Salvia divinorum
44931,2,,smoked,Cannabis
44931,3,,smoked,Salvia divinorum
52763,0,1 hit,smoked,Salvia divinorum
52718,0,1 bowl,smoked,Salvia divinorum
44585,0,,smoked,Salvia divinorum
44518,0,repeated,smoked,Salvia divinorum
44027,0,repeated,smoked,Cannabis
44027,1,1 capsl,oral,MDMA
44027,2,1 hit,smoked,Salvia divinorum
43722,0,0.5 bowls,smoked,Salvia divinorum
53029,0,1 hit,smoked,Salvia divinorum
53467,0,1 hit,smoked,Salvia divinorum
43362,0,2 hits,smoked,Salvia divinorum
43034,0,250 mg,smoked,Salvia divinorum
42953,0,125 mg,smoked,Salvia divinorum
42848,0,600 mg,smoked,Salvia divinorum
42039,0,1 hit,smoked,Salvia divinorum
41806,0,1 bowl,smoked,Cannabis
41806,1,4 shots,oral,Alcohol - Hard
41806,2,50 mg,smoked,Salvia divinorum
41302,0,3 bowls,smoked,Salvia divinorum
40985,0,125 mg,smoked,Salvia divinorum
40610,0,,smoked,Salvia divinorum
40429,0,100 mg,smoked,Salvia divinorum
70827,0,3 bowls,smoked,Cannabis
70827,1,1 bowl,smoked,Salvia divinorum
50106,0,repeated,smoked,Salvia divinorum
69523,0,1 bowl,smoked,Salvia divinorum
49915,0,0.25 mg,insufflated,Pharms - Alprazolam
49915,1,,smoked,Salvia divinorum
49915,2,2 hits,smoked,Salvia divinorum
49915,3,10 mg,oral,Pharms - Amitriptyline
49915,4,10 mg,oral,Pharms - Nortriptyline
39993,0,100 mg,smoked,Salvia divinorum
12298,0,100 mg,smoked,Salvia divinorum
12298,1,100 mg,smoked,Salvia divinorum
38605,0,7.0 g,smoked,Salvia divinorum
38536,0,,,MDMA
38536,1,,,Amphetamines
38536,2,,,Mushrooms
38536,3,1 bowl,smoked,Salvia divinorum
37175,0,2 bowls,smoked,Salvia divinorum
37013,0,1 hit,smoked,Salvia divinorum
36998,0,3 hits,smoked,Salvia divinorum
36820,0,repeated,smoked,Salvia divinorum
36820,1,repeated,smoked,Cannabis
36806,0,2 bowls,smoked,Salvia divinorum
35646,0,repeated,smoked,Salvia divinorum
35646,1,repeated,smoked,Salvia divinorum
34337,0,2 bowls,smoked,Salvia divinorum
33948,0,2 bowls,smoked,Salvia divinorum
33501,0,50 mg,smoked,Salvia divinorum
33501,1,40 mg,smoked,Salvia divinorum
33501,2,12.5 mg,smoked,Salvia divinorum
33501,3,12.5 mg,smoked,Salvia divinorum
33501,4,repeated,smoked,Salvia divinorum
33070,0,1 hit,smoked,Salvia divinorum
32701,0,20 mg,oral,2C-I
32701,1,1 bowl,smoked,Cannabis
32701,2,10 mg,oral,Amphetamines
32701,3,1 bowl,smoked,Salvia divinorum
32658,0,2 bowls,smoked,Salvia divinorum
32658,1,,sublingual,Salvia divinorum
32658,2,1 bowl,smoked,Salvia divinorum
31742,0,2 hits,smoked,Salvia divinorum
31742,1,2 hits,smoked,Salvia divinorum
31344,0,5 hits,smoked,Salvia divinorum
31340,0,2 hits,smoked,Salvia divinorum
49260,0,,oral,Alcohol
49260,1,,smoked,Cannabis
49260,2,1 hit,smoked,Salvia divinorum
35052,0,3 hits,smoked,Salvia divinorum
35201,0,1 bowl,smoked,Salvia divinorum
29963,0,repeated,smoked,Salvia divinorum
27452,0,10 glasses,oral,Alcohol - Beer/Wine
27452,1,repeated,smoked,Cannabis
27452,2,250 mg,smoked,Salvia divinorum
25350,0,2 hits,smoked,Salvia divinorum
55261,0,250 mg,smoked,Salvia divinorum
52932,0,1 hit,smoked,Salvia divinorum
27659,0,1 bowl,smoked,Salvia divinorum
22606,0,1 bowl,smoked,Salvia divinorum
21792,0,3 bowls,smoked,Salvia divinorum
25478,0,0.25 g,smoked,Salvia divinorum
42748,0,,smoked,Cannabis
42748,1,3 hits,smoked,Salvia divinorum
42464,0,3 hits,smoked,Salvia divinorum
42464,1,,smoked,Cannabis
43105,0,1 bowl,smoked,Salvia divinorum
19016,0,1 hit,smoked,Salvia divinorum
42597,0,50 mg,smoked,Salvia divinorum
50622,0,,smoked,Salvia divinorum
29623,0,2 hits,smoked,Salvia divinorum
15801,0,3.0 g,smoked,Salvia divinorum
47277,0,2 hits,smoked,Salvia divinorum
13342,0,,smoked,Cannabis
28926,0,125 mg,smoked,Salvia divinorum
