experience_id,index,amount,method,substance
31138,0,3 hits,smoked,Salvia divinorum
27151,0,1 bowl,smoked,Salvia divinorum
47639,0,125 mg,smoked,Salvia divinorum
33824,0,250 mg,smoked,Salvia divinorum
33824,1,,smoked,Cannabis
36343,0,50 mg,smoked,Salvia divinorum
25990,0,2 hits,smoked,Salvia divinorum
25990,1,8 oz,oral,Alcohol - Hard
25990,2,0.25 bowls,smoked,Cannabis
25990,3,2 hits,smoked,Salvia divinorum
24485,0,2 bowls,smoked,Salvia divinorum
24485,1,2 bowls,smoked,Salvia divinorum
24604,0,0.25 oz,smoked,Salvia divinorum
13096,0,150 mg,smoked,Salvia divinorum
12747,0,200 mg,smoked,Salvia divinorum
27795,0,1 hit,smoked,Salvia divinorum
39273,0,2 hits,smoked,Salvia divinorum
36639,0,1 hit,smoked,Salvia divinorum
23916,0,,sublingual,Salvia divinorum
23916,1,1.0 g,smoked,Salvia divinorum
47928,0,repeated,smoked,Salvia divinorum
12633,0,100 mg,smoked,Salvia divinorum
28665,0,1 bowl,smoked,Salvia divinorum
35247,0,1.0 g,smoked,Salvia divinorum
35247,1,5 lines,insufflated,Codeine
35247,2,1,smoked,Tobacco - Cigarettes
50541,0,1 cup,oral,Kava
50541,1,1.0 g,smoked,Salvia divinorum
50541,2,10 g,oral,Damiana
50541,3,2 hits,smoked,Damiana
26735,0,2 hits,smoked,Salvia divinorum
46935,0,repeated,smoked,Salvia divinorum
19057,0,6,oral,Alcohol - Beer/Wine
19057,1,,smoked,Salvia divinorum
23120,0,50 mg,smoked,Salvia divinorum
33472,0,1 bowl,smoked,Cannabis
33472,1,1 bowl,smoked,Cannabis
33472,2,250 mg,smoked,Salvia divinorum
33472,3,,smoked,Cannabis
33472,4,30 mg,oral,Pharms - Fluoxetine
33472,5,25 mg,oral,Pharms - Quetiapine
33472,6,1500 mg,oral,Pharms - Divalproex
20028,0,2 bowls,smoked,Salvia divinorum
16363,0,repeated,smoked,Cannabis
16363,1,1 bowl,smoked,Salvia divinorum
35443,0,,oral,Alcohol - Beer/Wine
35443,1,2 bowls,smoked,Damiana
35443,2,3 bowls,smoked,Salvia divinorum
10202,0,5 leaves,smoked,Salvia divinorum
17386,0,0.5 bowls,smoked,Cannabis
17386,1,0.5 bowls,smoked,Salvia divinorum
14725,0,0.75 g,smoked,Salvia divinorum
24589,0,1.0 g,smoked,Salvia divinorum
14815,0,1 bowl,smoked,Salvia divinorum
14796,0,2 hits,smoked,Salvia divinorum
21561,0,3 hits,smoked,Salvia divinorum
24956,0,2 hits,smoked,Salvia divinorum
11518,0,1.0 g,smoked,Salvia divinorum
37722,0,12 in,oral,Cacti - T. pachanoi
37722,1,,smoked,Cannabis
37722,2,,smoked,Salvia divinorum
11602,0,,smoked,Salvia divinorum
36579,0,125 mg,smoked,Salvia divinorum
35059,0,3 hits,smoked,Salvia divinorum
10144,0,100 mg,smoked,Salvia divinorum
8294,0,1 bowl,smoked,Salvia divinorum
8381,0,2 hits,smoked,Salvia divinorum
9644,0,2 bowls,smoked,Salvia divinorum
8433,0,100 mg,smoked,Salvia divinorum
8276,0,,oral,Salvia divinorum
8820,0,2 hits,smoked,Salvia divinorum
8654,0,200 mg,smoked,Salvia divinorum
9036,0,50 mg,smoked,Salvia divinorum
32345,0,1 bowl,smoked,Salvia divinorum
32121,0,2 hits,smoked,Salvia divinorum
17816,0,2 hits,smoked,Salvia divinorum
30669,0,,smoked,Salvia divinorum
9866,0,0.2 g,smoked,Salvia divinorum
26291,0,3 hits,smoked,Salvia divinorum
16954,0,1.0 g,smoked,Salvia divinorum
7950,0,1 hit,smoked,Salvia divinorum
27619,0,,smoked,Cannabis
27619,1,0.1 g,smoked,Salvia divinorum
15998,0,5 hits,smoked,Salvia divinorum
18520,0,4 hits,smoked,Salvia divinorum
8571,0,1 bowl,smoked,Salvia divinorum
8571,1,1 bowl,smoked,Salvia divinorum
8571,2,1 bowl,smoked,Salvia divinorum
8571,3,,smoked,Cannabis
8571,4,1 bowl,smoked,Salvia divinorum
7346,0,50 mg,smoked,Salvia divinorum
7289,0,4 leaves,smoked,Salvia divinorum
7310,0,2 joints/cigs,smoked,Leonotis leonurus
7310,1,2 bowls,smoked,Salvia divinorum
19884,0,4.0 g,buccal,Salvia splendens
19884,1,5.0 g,smoked,Salvia splendens
17978,0,1 bowl,smoked,Salvia divinorum
8202,0,100 mg,smoked,Salvia divinorum
8202,1,100 mg,smoked,Salvia divinorum
16043,0,,smoked,Salvia divinorum
8905,0,6 drops,sublingual,Salvia divinorum
6815,0,0.5 bowls,smoked,Salvia divinorum
9820,0,1.0 g,sublingual,Salvia splendens
9820,1,0.3 g,smoked,Cannabis
9820,2,,smoked,Salvia splendens
6278,0,3 bowls,smoked,Salvia divinorum
5877,0,160 mg,smoked,Salvia divinorum
5761,0,2 hits,smoked,Salvia divinorum
5678,0,4 hits,smoked,Salvia divinorum
10310,0,10 hits,smoked,Salvia divinorum
5674,0,100 mg,smoked,Salvia divinorum
5463,0,2 hits,smoked,Salvia divinorum
5254,0,3 hits,smoked,Salvia divinorum
5179,0,100 mg,smoked,Salvia divinorum
5179,1,,insufflated,Pharms - Diazepam
4891,0,2 hits,smoked,Salvia divinorum
4848,0,1.5 leaves,smoked,Salvia divinorum
4834,0,3 bowls,smoked,Salvia divinorum
3632,0,200 mg,smoked,Salvia divinorum
3836,0,0.5 g,smoked,Salvia divinorum
4373,0,3 bowls,smoked,Salvia divinorum
2997,0,125 mg,smoked,Salvia divinorum
2991,0,1 hit,smoked,Salvia divinorum
2991,1,2 hits,smoked,Salvia divinorum
2942,0,,oral,Kava
2942,1,,oral,Alcohol
2942,2,3 hits,inhaled,Salvia divinorum
2942,3,3 hits,inhaled,Salvia divinorum
2736,0,,smoked,Salvia divinorum
2856,0,1 hit,smoked,Salvia divinorum
11200,0,,,Salvia divinorum
3213,0,1 bowl,smoked,Salvia divinorum
2315,0,0.35 g,smoked,Salvia divinorum
245,0,9 drops,sublingual,Salvia divinorum
186,0,2 hits,smoked,Salvia divinorum
138,0,1.0 g,smoked,Salvia divinorum
100,0,,smoked,Cannabis
1681,0,,smoked,Salvia divinorum
1636,0,1 bowl,smoked,Cannabis
1636,1,1 bowl,smoked,Salvia divinorum
1597,0,1 bowl,smoked,Salvia divinorum
1638,0,1 hit,smoked,Cannabis
1638,1,0.0833 oz,sublingual,Salvia divinorum
7420,0,1 bowl,smoked,Salvia splendens
4239,0,0.5 g,smoked,Salvia divinorum
1558,0,1 bowl,smoked,Salvia divinorum
1541,0,1.8 ml,sublingual,Salvia divinorum
1541,1,25 mg,smoked,Salvia divinorum
1541,2,25 mg,smoked,Salvia divinorum
1541,3,25 mg,smoked,Salvia divinorum
1541,4,25 mg,smoked,Salvia divinorum
6396,0,1 bowl,smoked,Salvia divinorum
6396,1,1 bowl,smoked,Salvia divinorum
1133,0,0.25 bowls,smoked,Salvia divinorum
4931,0,2 hits,smoked,Salvia divinorum
959,0,1.5 leaves,smoked,Salvia divinorum
991,0,,smoked,Salvia divinorum
940,0,,smoked,Salvia divinorum
3829,0,,smoked,Salvia divinorum
3829,1,,smoked,Salvia divinorum
3829,2,,smoked,Salvia divinorum
3855,0,1 hit,smoked,Salvia divinorum
1500,0,1.0 g,smoked,Salvia divinorum
3419,0,2 hits,smoked,Salvia divinorum
695,0,1 bowl,smoked,Salvia divinorum
1338,0,25 mg,smoked,Salvia divinorum
498,0,,smoked,Salvia divinorum
497,0,80 mg,smoked,Salvia divinorum
448,0,,smoked,Salvia divinorum
436,0,2 hits,smoked,Salvia divinorum
2166,0,,,Salvia divinorum
2162,0,0.2 g,smoked,Salvia divinorum
2160,0,3 hits,smoked,Salvia divinorum
2159,0,leaves,smoked,Salvia divinorum
2158,0,,smoked,Salvia divinorum
2148,0,75 mg,oral,Moclobemide
2148,1,,,Salvia divinorum
2146,0,2 hits,smoked,Salvia divinorum
2145,0,,smoked,Salvia divinorum
2145,1,,oral,Salvia divinorum
2143,0,,smoked,Salvia divinorum
2141,0,,smoked,Salvia divinorum
2140,0,,smoked,Salvia divinorum
1907,0,180 mg,oral,DXM
1907,1,3 hits,smoked,Salvia divinorum
13,0,2 hits,smoked,Salvia divinorum
115119,0,1 hit,smoked,Salvia divinorum
36244,0,2 hits,smoked,Salvia divinorum
12436,0,2 bowls,smoked,Salvia divinorum
12436,1,more bowls,smoked,Salvia divinorum
12448,0,0.5 g,smoked,Salvia divinorum
88978,0,,smoked,Salvia divinorum
19646,0,.25 bowls,smoked,Salvia divinorum
49046,0,1 bowl,smoked,Salvia divinorum
115742,0,20 mg,oral,Noopept
115742,1,0.5 bowls,smoked,Salvia divinorum
47406,0,1 bowl,smoked,Salvia divinorum
47767,0,3 bowls,smoked,Salvia divinorum
50665,0,1 bump,smoked,Salvia divinorum
29169,0,1 hit,smoked,Salvia divinorum
105661,0,3 hits,smoked,Salvia divinorum
13135,0,3 bowls,smoked,Salvia divinorum
93159,0,1 bowl,smoked,Salvia divinorum
12674,0,2 hits,smoked,Salvia divinorum
112897,0,repeated,smoked,Salvia divinorum
12093,0,2 hits,smoked,Salvia divinorum
12082,0,1 bowl,smoked,Cannabis
12082,1,1 bowl,smoked,Salvia divinorum
11758,0,3 hits,smoked,Salvia divinorum
11688,0,2 hits,oral,Salvia divinorum
10137,0,350 mg,oral,DXM
10137,1,2 hits,smoked,Salvia divinorum
27562,0,5 glasses,oral,Alcohol - Beer/Wine
27562,1,2 hits,smoked,Salvia divinorum
62617,0,2 hits,smoked,Salvia divinorum
39663,0,1 hit,smoked,Salvia divinorum
114827,0,,smoked,Salvia divinorum
51114,0,1 hit,smoked,Salvia divinorum
50943,0,1.5 hits,smoked,Salvia divinorum
52387,0,3 hits,smoked,Salvia divinorum
106511,0,100 mg,smoked,Salvia divinorum
106511,1,repeated,smoked,Tobacco - Cigarettes
92514,0,4 hits,smoked,Salvia divinorum
111457,0,1 hit,smoked,Salvia divinorum
111484,0,2 hits,smoked,Salvia divinorum
111485,0,1 bowl,smoked,Salvia divinorum
111485,1,0.5 bowls,smoked,Salvia divinorum
72911,0,1 hit,smoked,Salvia divinorum
55042,0,,smoked,Salvia divinorum
113872,0,,smoked,Salvia divinorum
82655,0,4 hits,smoked,Salvia divinorum
19579,0,1/16 g,smoked,Salvia divinorum
109528,0,60 mg,,Salvia divinorum
85955,0,1 bowl,smoked,Salvia divinorum
99190,0,100 mg,smoked,Salvia divinorum
86607,0,,,Salvia divinorum
73837,0,,smoked,Salvia divinorum
99716,0,2 hits,smoked,Salvia divinorum
48820,0,1 hit,smoked,Salvia divinorum
13940,0,,smoked,Salvia divinorum
12733,0,repeated,smoked,Cannabis
12733,1,3 hits,smoked,Salvia divinorum
112866,0,50 mg,smoked,Salvia divinorum
70129,0,1 hit,smoked,Salvia divinorum
70129,1,1 line,insufflated,Cocaine
72225,0,1 bowl,smoked,Salvia divinorum
101593,0,,,Salvia divinorum
51029,0,1 bowl,smoked,Salvia divinorum
72969,0,1 bowl,smoked,Salvia divinorum
11131,0,1 tablet,oral,MDMA
11131,1,1 hit,smoked,Salvia divinorum
11131,2,1 hit,smoked,Salvia divinorum
11131,3,1 hit,smoked,Salvia divinorum
11469,0,1.5 hits,smoked,Salvia divinorum
11469,1,1 cig.,smoked,Tobacco - Cigarettes
51364,0,2 bowls,smoked,Salvia divinorum
88924,0,,smoked,DMT
88924,1,50 mg,smoked,Salvia divinorum
88924,2,40 mg,smoked,Salvia divinorum
87395,0,4.7 g,buccal,Salvia divinorum
87395,1,2.36 g,buccal,Salvia divinorum
87395,2,,vaporized,Salvia divinorum
105284,0,1 hit,smoked,Salvia divinorum
103832,0,90 mg,smoked,Salvia divinorum
48797,0,1 hit,smoked,Salvia divinorum
48797,1,,oral,Unknown
57420,0,20 mg,oral,2C-I
57420,1,,oral,Alcohol - Beer/Wine
57420,2,2 bowls,smoked,Cannabis
57420,3,,smoked,Salvia divinorum
94987,0,4 hits,smoked,Salvia divinorum
51544,0,,smoked,Salvia divinorum
64032,0,1 cig.,smoked,Cannabis
64032,1,2 caps,oral,GHB
64032,2,,smoked,Salvia divinorum
41245,0,,oral,Alcohol - Hard
41245,1,,,Vitamins / Supplements
41245,2,0.5 g,smoked,Salvia divinorum
90345,0,1 bowl,smoked,Salvia divinorum
90345,1,1.1 g,buccal,Salvia divinorum
90345,2,300-400 mg,smoked,Salvia divinorum
12283,0,.125 g,smoked,Salvia divinorum
66831,0,3 hits,smoked,Salvia divinorum
78573,0,,smoked,Salvia divinorum
78573,1,1 cig.,smoked,Tobacco - Cigarettes
45822,0,1 bowl,smoked,Salvia divinorum
63977,0,1 hit,smoked,Salvia divinorum
71096,0,1 hit,smoked,Salvia divinorum
63104,0,3 hits,smoked,Salvia divinorum
112142,0,1 hit,smoked,Salvia divinorum
25069,0,50 mg,smoked,Salvia divinorum
63336,0,,smoked,Amanitas - A. muscaria
63336,1,,smoked,Salvia divinorum
56345,0,2 hits,smoked,Salvia divinorum
67046,0,1 hit,smoked,Salvia divinorum
67046,1,1 hit,smoked,Salvia divinorum
51323,0,repeated,smoked,Salvia divinorum
10808,0,,smoked,Cannabis
10808,1,4.5 hits,smoked,Salvia divinorum
17149,0,4 hits,smoked,Salvia divinorum
111277,0,8 seeds,sublingual,H.B. Woodrose
111277,1,1 bowl,smoked,Cannabis
111277,2,1 bowl,smoked,Desfontainia spinosa
111277,3,1 bowl,smoked,Mugwort
111277,4,1 bowl,smoked,Wormwood
111277,5,1 bowl,smoked,Calea zacatechichi
111277,6,,smoked,Salvia divinorum
90588,0,1 bowl,smoked,Salvia divinorum
71984,0,2 hits,smoked,Cannabis
71984,1,1 hit,smoked,Salvia divinorum
22470,0,,oral,Mushrooms
22470,1,,smoked,Salvia divinorum
28109,0,3.5 g,oral,Mushrooms
28109,1,1 hit,smoked,Salvia divinorum
25201,0,1 bowl,smoked,Cannabis
25201,1,3 hits,smoked,Salvia divinorum
25201,2,2 hits,smoked,Salvia divinorum
81378,0,1 bowl,smoked,Salvia divinorum
18074,0,.25 g,smoked,Salvia divinorum
18074,1,7 g,smoked,Salvia divinorum
18074,2,,smoked,Cannabis
51718,0,1 hit,smoked,Salvia divinorum
51718,1,1 hit,smoked,Salvia divinorum
63926,0,1 hit,smoked,Salvia divinorum
63926,1,1 hit,smoked,Salvia divinorum
11968,0,2 hits,smoked,Salvia divinorum
27490,0,,smoked,Cannabis
27490,1,,ocular,Alcohol
27490,2,1 bowl,smoked,Salvia divinorum
63429,0,10 mg,smoked,Salvia divinorum
23034,0,1 tablet,oral,LSD
23034,1,2 hits,smoked,Salvia divinorum
47101,0,.5 g,smoked,Salvia divinorum
91605,0,300 mg,smoked,Salvia divinorum
14354,0,2 hits,smoked,Salvia divinorum
14354,1,250 mg,smoked,Salvia divinorum
66750,0,2 drops,smoked,Salvia divinorum
16195,0,4 leaves,smoked,Salvia divinorum
11178,0,2 hits,smoked,Salvia divinorum
11178,1,1 hit,smoked,Salvia divinorum
105327,0,1 hit,smoked,Salvia divinorum
49229,0,,,Salvia divinorum
25711,0,1 hit,smoked,Salvia divinorum
25711,1,1 cig.,smoked,Tobacco - Cigarettes
85103,0,1 bowl,smoked,Cannabis
85103,1,1 hit,smoked,Salvia divinorum
85103,2,1 hit,smoked,Salvia divinorum
85103,3,2 hits,smoked,Salvia divinorum
110273,0,1 bowl,smoked,Salvia divinorum
85449,0,200 mg,smoked,Salvia divinorum
107300,0,,smoked,Salvia divinorum
107300,1,,smoked,Cannabis
86971,0,,smoked,Salvia divinorum
100055,0,4 g,smoked,Salvia divinorum
69460,0,,,Cannabis
69460,1,,smoked,Salvia divinorum
82761,0,200 mg,smoked,Salvia divinorum
70644,0,1 cig.,smoked,Salvia splendens
50886,0,3 hits,smoked,Salvia divinorum
73325,0,5 flowers,smoked,Salvia splendens
12270,0,80 mg,smoked,Salvia divinorum
45517,0,1 hit,smoked,Salvia divinorum
61729,0,,sublingual,Salvia divinorum
24917,0,3.5 g,oral,Mushrooms
24917,1,repeated,smoked,Cannabis
24917,2,1 hit,smoked,Salvia divinorum
41905,0,1.0 g,insufflated,Anadenanthera colubrina
41905,1,17 seeds,,H.B. Woodrose
41905,2,0.3 g,smoked,Salvia divinorum
41905,3,2.0 mg,oral,Pharms - Alprazolam
41905,4,,smoked,Cannabis
57085,0,2 bowls,smoked,Salvia divinorum
30552,0,2 joints/cigs,smoked,Salvia divinorum
51567,0,0.5 bowls,smoked,Salvia divinorum
53511,0,7 leaves,smoked,Salvia splendens
10756,0,,smoked,Salvia divinorum
10314,0,3 hits,smoked,Salvia divinorum
23258,0,repeated,smoked,Salvia divinorum
10208,0,1 bowl,smoked,Salvia divinorum
8332,0,3,sublingual,Salvia divinorum
17512,0,200 mg,smoked,Salvia divinorum
17512,1,,smoked,Cannabis
17086,0,1 hit,smoked,Salvia divinorum
8847,0,1.0 g,smoked,Salvia divinorum
8960,0,,smoked,Salvia divinorum
31885,0,400 mg,smoked,Salvia divinorum
30409,0,1 hit,smoked,Salvia divinorum
25153,0,,smoked,Salvia divinorum
7740,0,1 bowl,smoked,Salvia divinorum
24447,0,2 hits,smoked,Salvia divinorum
22187,0,,,Cannabis
22187,1,,,Salvia divinorum
21221,0,5 hits,smoked,Salvia divinorum
18256,0,,smoked,Salvia divinorum
18261,0,6 bowls,smoked,Salvia divinorum
12217,0,,sublingual,Salvia divinorum
6814,0,3 leaves,smoked,Salvia divinorum
6471,0,7 hits,smoked,Salvia divinorum
5628,0,5 hits,smoked,Salvia divinorum
5980,0,0.66 bowls,smoked,Salvia divinorum
5279,0,2 hits,smoked,Salvia divinorum
4634,0,11 seeds,oral,H.B. Woodrose
3524,0,2 hits,smoked,Salvia divinorum
3110,0,6 bowls,smoked,Salvia divinorum
4454,0,,smoked,Cannabis
4454,1,,,Salvia divinorum
2749,0,1 bowl,smoked,Salvia divinorum
2749,1,1 bowl,smoked,Cannabis
9903,0,2 hits,smoked,Salvia divinorum
117556,0,repeated,smoked,Cannabis
117556,1,repeated,smoked,Salvia divinorum
114393,0,repeated,smoked,Cannabis
114393,1,,smoked,Salvia divinorum
33898,0,.5 g,smoked,Salvia apiana
34035,0,1 hit,smoked,Salvia divinorum
115457,0,20 mg,smoked,Salvia divinorum
41547,0,1 hit,smoked,Salvia divinorum
41547,1,1 hit,smoked,Salvia divinorum
72570,0,,smoked,Salvia divinorum
72570,1,1 cig.,smoked,Tobacco - Cigarettes
12277,0,2 hits,smoked,Salvia divinorum
35662,0,,smoked,Salvia divinorum
73758,0,,smoked,Salvia divinorum
73874,0,2 hits,smoked,Salvia divinorum
105203,0,,smoked,Cannabis
105203,1,2 hits,smoked,Salvia divinorum
111486,0,1 bowl,smoked,Salvia divinorum
105303,0,1 bowl,smoked,Salvia divinorum
113898,0,0.5 bowls,smoked,Salvia divinorum
109428,0,1 hit,smoked,Salvia divinorum
94899,0,1 hit,smoked,Salvia divinorum
43661,0,6 hits,smoked,Cannabis
43661,1,1 hit,smoked,Salvia divinorum
17053,0,3 g,smoked,Salvia divinorum
65687,0,1 hit,smoked,Salvia divinorum
73920,0,,smoked,Salvia divinorum
84186,0,1 bowl,smoked,Salvia divinorum
93756,0,,smoked,Salvia divinorum
93756,1,,inhaled,Nitrous Oxide
91247,0,,,Salvia divinorum
11150,0,62 mg,smoked,Salvia divinorum
11150,1,125 mg,smoked,Salvia divinorum
11230,0,7 -- 8 hits,smoked,Salvia divinorum
106801,0,,smoked,Salvia divinorum
11040,0,150 mg,smoked,Salvia divinorum
11040,1,50 mg,smoked,Salvia divinorum
10955,0,,smoked,Cannabis
10955,1,,smoked,Salvia divinorum
107977,0,1 hit,smoked,Salvia divinorum
10741,0,.5 g,smoked,Salvia divinorum
88386,0,,smoked,Salvia divinorum
24021,0,2 hits,smoked,Salvia divinorum
98304,0,1 hit,smoked,Salvia divinorum
16847,0,4 hits,smoked,Salvia divinorum
95662,0,,smoked,Salvia divinorum
46616,0,repeated,smoked,Salvia divinorum
57251,0,1 hit,smoked,Salvia divinorum
108670,0,1 hit,smoked,Salvia divinorum
68529,0,2 shots,oral,Alcohol - Hard
68529,1,3 glasses,oral,Alcohol - Beer/Wine
68529,2,,smoked,Cannabis
68529,3,1 hit,smoked,Salvia divinorum
73622,0,,smoked,Salvia divinorum
58753,0,1 hit,smoked,Salvia divinorum
110075,0,1 hit,smoked,Salvia divinorum
112260,0,,smoked,Salvia divinorum
25642,0,,smoked,Salvia divinorum
25642,1,,smoked,Cannabis
82788,0,3 hits,smoked,Salvia divinorum
90254,0,,smoked,Salvia divinorum
52934,0,,smoked,Salvia divinorum
17896,0,1 bowl,smoked,Salvia divinorum
44322,0,,smoked,Salvia divinorum
72319,0,repeated,oral,Alcohol
72319,1,,smoked,Salvia divinorum
53012,0,1 hit,smoked,Salvia divinorum
66253,0,18 in,oral,Cacti - columnar
66253,1,repeated,smoked,Cannabis
66253,2,2 hits,smoked,Salvia divinorum
67317,0,repeated,smoked,Cannabis
67317,1,4 tablets,oral,Pharmaceuticals
67317,2,repeated,smoked,Salvia divinorum
22181,0,1.5 bowls,smoked,Salvia divinorum
22181,1,1.5 bowls,smoked,Cannabis
10938,0,1 bowl,smoked,Salvia divinorum
111326,0,repeated,smoked,Salvia divinorum
74250,0,.125 g,smoked,Salvia divinorum
40921,0,2 hits,smoked,Cannabis
40921,1,1 hit,smoked,Salvia divinorum
67224,0,1 hit,smoked,Salvia divinorum
71656,0,1 hit,smoked,Salvia divinorum
55739,0,1 hit,smoked,Salvia divinorum
87246,0,,smoked,Salvia divinorum
70220,0,1 hit,smoked,Salvia divinorum
40043,0,150 mg,smoked,Salvia divinorum
55769,0,1 hit,smoked,Salvia divinorum
72469,0,2 hits,smoked,Salvia divinorum
47076,0,2 hits,smoked,Salvia divinorum
54242,0,,smoked,Cannabis
54242,1,1 hit,smoked,Salvia divinorum
17729,0,10 hits,smoked,Salvia divinorum
91214,0,1 bowl,smoked,Salvia divinorum
79571,0,.15 g,smoked,Salvia divinorum
81528,0,,smoked,Cannabis
81528,1,2 hits,smoked,Salvia divinorum
95748,0,.1 g,smoked,Cannabis
95748,1,,smoked,Salvia divinorum
64092,0,1 hit,smoked,Salvia divinorum
61259,0,1.5 bowls,smoked,Salvia divinorum
95052,0,.2 g,smoked,Salvia divinorum
58038,0,1 hit,smoked,Salvia divinorum
54798,0,3 hits,smoked,Salvia divinorum
73068,0,1 cig.,smoked,Salvia divinorum
73068,1,,smoked,Salvia divinorum
101094,0,,smoked,Salvia divinorum
86837,0,.125 g,smoked,Salvia divinorum
55950,0,2 hits,smoked,Salvia divinorum
55950,1,2 hits,smoked,Salvia divinorum
49532,0,1 bowl,smoked,Salvia divinorum
87356,0,1 hit,smoked,Salvia divinorum
87356,1,1 bowl,smoked,Cannabis
61981,0,.25 bowls,smoked,Salvia divinorum
61981,1,1 bowl,smoked,Salvia divinorum
64191,0,1 bowl,smoked,Salvia divinorum
107978,0,,smoked,Salvia divinorum
38481,0,1 hit,smoked,Salvia divinorum
77290,0,1 g,smoked,Salvia divinorum
61475,0,3 hits,smoked,Salvia divinorum
82517,0,2 hits,smoked,Salvia divinorum
46932,0,,smoked,Salvia divinorum
46551,0,6 hits,smoked,Salvia divinorum
65716,0,.25 g,smoked,Salvia divinorum
67889,0,2 hits,smoked,Salvia divinorum
76942,0,.5 g,smoked,Salvia divinorum
53859,0,,smoked,Salvia divinorum
34345,0,1 bowl,smoked,Salvia divinorum
56964,0,1 hit,smoked,Salvia divinorum
45056,0,1 hit,smoked,Salvia divinorum
45056,1,1 hit,smoked,Cannabis
36483,0,1 hit,smoked,Salvia divinorum
36483,1,1 hit,smoked,Salvia divinorum
36483,2,1 hit,smoked,Salvia divinorum
55916,0,1 hit,smoked,Salvia divinorum
55916,1,1 hit,smoked,Salvia divinorum
36313,0,1 bowl,smoked,Salvia divinorum
46692,0,1 g,smoked,Salvia divinorum
99393,0,3 hits,smoked,Salvia divinorum
70995,0,1.0 g,smoked,Salvia divinorum
67078,0,0.5 g,oral,Salvia divinorum
46430,0,0.2 g,smoked,Salvia divinorum
52731,0,1 bowl,smoked,Salvia divinorum
56474,0,3 hits,smoked,Salvia divinorum
19756,0,0.15 g,smoked,Salvia divinorum
9539,0,0.75 g,smoked,Salvia divinorum
27627,0,2 hits,smoked,Salvia divinorum
27391,0,1 hit,smoked,Salvia divinorum
7498,0,5 hits,smoked,Salvia divinorum
9144,0,1.5 g,smoked,Salvia divinorum
9144,1,400 ml,oral,Absinthe
9144,2,6 seeds,oral,H.B. Woodrose
9144,3,3.0 g,smoked,Cannabis - Hash
6948,0,1 hit,smoked,Salvia divinorum
13697,0,,,Salvia divinorum
6022,0,,,Salvia divinorum
5108,0,3 hits,smoked,Salvia divinorum
5108,1,2 hits,oral,LSD
9769,0,,smoked,Salvia divinorum
4748,0,1.0 g,smoked,Salvia divinorum
4744,0,3 bowls,smoked,Salvia divinorum
3934,0,4 hits,smoked,Salvia divinorum
880,0,0.75 hits,oral,LSD
880,1,6 hits,smoked,Salvia divinorum
898,0,3 hits,smoked,Salvia divinorum
